127.0.0.1 - - [30/Sep/2021:19:03:59 +0530] "GET / HTTP/1.1" 404 751
0:0:0:0:0:0:0:1 - - [30/Sep/2021:22:23:44 +0530] "GET /HelpDeskDemo/bubble.png HTTP/1.1" 404 778
0:0:0:0:0:0:0:1 - - [30/Sep/2021:22:23:44 +0530] "GET /HelpDeskDemo/images/logo.png HTTP/1.1" 404 787
0:0:0:0:0:0:0:1 - - [30/Sep/2021:22:23:44 +0530] "GET /HelpDeskDemo/background.png HTTP/1.1" 404 782
0:0:0:0:0:0:0:1 - - [30/Sep/2021:22:23:52 +0530] "POST /HelpDeskDemo/log HTTP/1.1" 200 3084
0:0:0:0:0:0:0:1 - - [30/Sep/2021:22:23:55 +0530] "GET /HelpDeskDemo/deleteuser.jsp?iduser=1&name=Lakshika+de+Silva&email=lakshika%40gmail.com&phone=0711230549&username=CID001&password=lak123 HTTP/1.1" 200 3035
0:0:0:0:0:0:0:1 - - [30/Sep/2021:22:25:28 +0530] "GET /HelpDeskDemo/login.jsp HTTP/1.1" 200 1887
0:0:0:0:0:0:0:1 - - [30/Sep/2021:22:25:28 +0530] "GET /HelpDeskDemo/images/logo.png HTTP/1.1" 404 787
0:0:0:0:0:0:0:1 - - [30/Sep/2021:22:25:28 +0530] "GET /HelpDeskDemo/bubble.png HTTP/1.1" 404 778
0:0:0:0:0:0:0:1 - - [30/Sep/2021:22:25:28 +0530] "GET /HelpDeskDemo/background.png HTTP/1.1" 404 782
0:0:0:0:0:0:0:1 - - [30/Sep/2021:22:25:40 +0530] "POST /HelpDeskDemo/log HTTP/1.1" 200 3084
0:0:0:0:0:0:0:1 - - [30/Sep/2021:22:25:42 +0530] "GET /HelpDeskDemo/deleteuser.jsp?iduser=1&name=Lakshika+de+Silva&email=lakshika%40gmail.com&phone=0711230549&username=CID001&password=lak123 HTTP/1.1" 200 3041
0:0:0:0:0:0:0:1 - - [30/Sep/2021:22:26:30 +0530] "GET /HelpDeskDemo/login.jsp HTTP/1.1" 200 1887
0:0:0:0:0:0:0:1 - - [30/Sep/2021:22:26:30 +0530] "GET /HelpDeskDemo/bubble.png HTTP/1.1" 404 778
0:0:0:0:0:0:0:1 - - [30/Sep/2021:22:26:30 +0530] "GET /HelpDeskDemo/images/logo.png HTTP/1.1" 404 787
0:0:0:0:0:0:0:1 - - [30/Sep/2021:22:26:30 +0530] "GET /HelpDeskDemo/background.png HTTP/1.1" 404 782
0:0:0:0:0:0:0:1 - - [30/Sep/2021:22:26:38 +0530] "POST /HelpDeskDemo/log HTTP/1.1" 200 3084
0:0:0:0:0:0:0:1 - - [30/Sep/2021:22:26:42 +0530] "GET /HelpDeskDemo/deleteuser.jsp?iduser=1&name=Lakshika+de+Silva&email=lakshika%40gmail.com&phone=0711230549&username=CID001&password=lak123 HTTP/1.1" 200 3041
0:0:0:0:0:0:0:1 - - [30/Sep/2021:22:28:03 +0530] "GET /HelpDeskDemo/deleteuser.jsp?iduser=1&name=Lakshika+de+Silva&email=lakshika%40gmail.com&phone=0711230549&username=CID001&password=lak123 HTTP/1.1" 200 3041
0:0:0:0:0:0:0:1 - - [30/Sep/2021:22:28:03 +0530] "GET /HelpDeskDemo/useraccount.css HTTP/1.1" 200 2332
0:0:0:0:0:0:0:1 - - [30/Sep/2021:22:28:05 +0530] "GET /favicon.ico HTTP/1.1" 404 762
0:0:0:0:0:0:0:1 - - [30/Sep/2021:22:29:57 +0530] "GET /HelpDeskDemo/login.jsp HTTP/1.1" 200 1887
0:0:0:0:0:0:0:1 - - [30/Sep/2021:22:29:57 +0530] "GET /HelpDeskDemo/images/logo.png HTTP/1.1" 404 787
0:0:0:0:0:0:0:1 - - [30/Sep/2021:22:29:57 +0530] "GET /HelpDeskDemo/bubble.png HTTP/1.1" 404 778
0:0:0:0:0:0:0:1 - - [30/Sep/2021:22:29:57 +0530] "GET /HelpDeskDemo/background.png HTTP/1.1" 404 782
0:0:0:0:0:0:0:1 - - [30/Sep/2021:22:30:06 +0530] "GET /HelpDeskDemo/login.jsp HTTP/1.1" 200 1887
0:0:0:0:0:0:0:1 - - [30/Sep/2021:22:30:06 +0530] "GET /HelpDeskDemo/animation.css HTTP/1.1" 200 3219
0:0:0:0:0:0:0:1 - - [30/Sep/2021:22:30:06 +0530] "GET /HelpDeskDemo/images/logo.png HTTP/1.1" 404 787
0:0:0:0:0:0:0:1 - - [30/Sep/2021:22:30:06 +0530] "GET /HelpDeskDemo/background.png HTTP/1.1" 404 782
0:0:0:0:0:0:0:1 - - [30/Sep/2021:22:30:15 +0530] "POST /HelpDeskDemo/log HTTP/1.1" 200 3084
0:0:0:0:0:0:0:1 - - [30/Sep/2021:22:30:15 +0530] "GET /HelpDeskDemo/useraccount.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [30/Sep/2021:22:30:21 +0530] "GET /HelpDeskDemo/deleteuser.jsp?iduser=1&name=Lakshika+de+Silva&email=lakshika%40gmail.com&phone=0711230549&username=CID001&password=lak123 HTTP/1.1" 200 3025
0:0:0:0:0:0:0:1 - - [30/Sep/2021:22:31:53 +0530] "GET /HelpDeskDemo/deleteuser.jsp?iduser=1&name=Lakshika+de+Silva&email=lakshika%40gmail.com&phone=0711230549&username=CID001&password=lak123 HTTP/1.1" 200 3027
0:0:0:0:0:0:0:1 - - [30/Sep/2021:22:31:53 +0530] "GET /HelpDeskDemo/useraccount.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [30/Sep/2021:22:31:53 +0530] "GET /HelpDeskDemo/deleteuser.jsp?iduser=1&name=Lakshika+de+Silva&email=lakshika%40gmail.com&phone=0711230549&username=CID001&password=lak123 HTTP/1.1" 200 3027
0:0:0:0:0:0:0:1 - - [30/Sep/2021:22:31:54 +0530] "GET /HelpDeskDemo/deleteuser.jsp?iduser=1&name=Lakshika+de+Silva&email=lakshika%40gmail.com&phone=0711230549&username=CID001&password=lak123 HTTP/1.1" 200 3027
0:0:0:0:0:0:0:1 - - [30/Sep/2021:22:32:09 +0530] "GET /HelpDeskDemo/login.jsp HTTP/1.1" 200 1887
0:0:0:0:0:0:0:1 - - [30/Sep/2021:22:32:09 +0530] "GET /HelpDeskDemo/bubble.png HTTP/1.1" 404 778
0:0:0:0:0:0:0:1 - - [30/Sep/2021:22:32:09 +0530] "GET /HelpDeskDemo/images/logo.png HTTP/1.1" 404 787
0:0:0:0:0:0:0:1 - - [30/Sep/2021:22:32:09 +0530] "GET /HelpDeskDemo/background.png HTTP/1.1" 404 782
0:0:0:0:0:0:0:1 - - [30/Sep/2021:22:32:19 +0530] "GET /HelpDeskDemo/login.jsp HTTP/1.1" 200 1887
0:0:0:0:0:0:0:1 - - [30/Sep/2021:22:32:19 +0530] "GET /HelpDeskDemo/images/logo.png HTTP/1.1" 404 787
0:0:0:0:0:0:0:1 - - [30/Sep/2021:22:32:19 +0530] "GET /HelpDeskDemo/background.png HTTP/1.1" 404 782
0:0:0:0:0:0:0:1 - - [30/Sep/2021:22:32:27 +0530] "POST /HelpDeskDemo/log HTTP/1.1" 200 3084
0:0:0:0:0:0:0:1 - - [30/Sep/2021:22:32:27 +0530] "GET /HelpDeskDemo/useraccount.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [30/Sep/2021:22:32:31 +0530] "GET /HelpDeskDemo/deleteuser.jsp?iduser=1&name=Lakshika+de+Silva&email=lakshika%40gmail.com&phone=0711230549&username=CID001&password=lak123 HTTP/1.1" 200 3027
0:0:0:0:0:0:0:1 - - [30/Sep/2021:22:36:08 +0530] "GET /HelpDeskDemo/login.jsp HTTP/1.1" 200 1887
0:0:0:0:0:0:0:1 - - [30/Sep/2021:22:36:08 +0530] "GET /HelpDeskDemo/bubble.png HTTP/1.1" 404 778
0:0:0:0:0:0:0:1 - - [30/Sep/2021:22:36:08 +0530] "GET /HelpDeskDemo/images/logo.png HTTP/1.1" 404 787
0:0:0:0:0:0:0:1 - - [30/Sep/2021:22:36:08 +0530] "GET /HelpDeskDemo/background.png HTTP/1.1" 404 782
0:0:0:0:0:0:0:1 - - [30/Sep/2021:22:36:15 +0530] "POST /HelpDeskDemo/log HTTP/1.1" 200 3084
0:0:0:0:0:0:0:1 - - [30/Sep/2021:22:36:15 +0530] "GET /HelpDeskDemo/useraccount.css HTTP/1.1" 200 2332
0:0:0:0:0:0:0:1 - - [30/Sep/2021:22:36:18 +0530] "GET /HelpDeskDemo/deleteuser.jsp?iduser=1&name=Lakshika+de+Silva&email=lakshika%40gmail.com&phone=0711230549&username=CID001&password=lak123 HTTP/1.1" 200 3022
0:0:0:0:0:0:0:1 - - [30/Sep/2021:22:36:39 +0530] "GET /HelpDeskDemo/deleteuser.jsp?iduser=1&name=Lakshika+de+Silva&email=lakshika%40gmail.com&phone=0711230549&username=CID001&password=lak123 HTTP/1.1" 200 3022
0:0:0:0:0:0:0:1 - - [30/Sep/2021:22:36:39 +0530] "GET /HelpDeskDemo/useraccount.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [30/Sep/2021:22:39:24 +0530] "GET /HelpDeskDemo/login.jsp HTTP/1.1" 200 1887
0:0:0:0:0:0:0:1 - - [30/Sep/2021:22:39:24 +0530] "GET /HelpDeskDemo/bubble.png HTTP/1.1" 404 778
0:0:0:0:0:0:0:1 - - [30/Sep/2021:22:39:24 +0530] "GET /HelpDeskDemo/images/logo.png HTTP/1.1" 404 787
0:0:0:0:0:0:0:1 - - [30/Sep/2021:22:39:24 +0530] "GET /HelpDeskDemo/background.png HTTP/1.1" 404 782
0:0:0:0:0:0:0:1 - - [30/Sep/2021:22:39:35 +0530] "POST /HelpDeskDemo/log HTTP/1.1" 200 3084
0:0:0:0:0:0:0:1 - - [30/Sep/2021:22:39:35 +0530] "GET /HelpDeskDemo/useraccount.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [30/Sep/2021:22:39:37 +0530] "GET /HelpDeskDemo/deleteuser.jsp?iduser=1&name=Lakshika+de+Silva&email=lakshika%40gmail.com&phone=0711230549&username=CID001&password=lak123 HTTP/1.1" 200 3016
0:0:0:0:0:0:0:1 - - [30/Sep/2021:22:39:54 +0530] "GET /HelpDeskDemo/deleteuser.jsp?iduser=1&name=Lakshika+de+Silva&email=lakshika%40gmail.com&phone=0711230549&username=CID001&password=lak123 HTTP/1.1" 200 3016
0:0:0:0:0:0:0:1 - - [30/Sep/2021:22:39:54 +0530] "GET /HelpDeskDemo/useraccount.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [30/Sep/2021:22:41:17 +0530] "GET /HelpDeskDemo/login.jsp HTTP/1.1" 200 1887
0:0:0:0:0:0:0:1 - - [30/Sep/2021:22:41:17 +0530] "GET /HelpDeskDemo/bubble.png HTTP/1.1" 404 778
0:0:0:0:0:0:0:1 - - [30/Sep/2021:22:41:17 +0530] "GET /HelpDeskDemo/images/logo.png HTTP/1.1" 404 787
0:0:0:0:0:0:0:1 - - [30/Sep/2021:22:41:17 +0530] "GET /HelpDeskDemo/background.png HTTP/1.1" 404 782
0:0:0:0:0:0:0:1 - - [30/Sep/2021:22:41:30 +0530] "POST /HelpDeskDemo/log HTTP/1.1" 200 3105
0:0:0:0:0:0:0:1 - - [30/Sep/2021:22:41:30 +0530] "GET /HelpDeskDemo/useraccount.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [30/Sep/2021:22:41:35 +0530] "GET /HelpDeskDemo/deleteuser.jsp?iduser=14&name=Asoka+de+Zoysa&email=dezoysaasoka%40gmail.com&phone=0711234567&username=asoka123&password=asoka123 HTTP/1.1" 200 3024
0:0:0:0:0:0:0:1 - - [30/Sep/2021:22:41:45 +0530] "GET /HelpDeskDemo/deleteuser.jsp?iduser=14&name=Asoka+de+Zoysa&email=dezoysaasoka%40gmail.com&phone=0711234567&username=asoka123&password=asoka123 HTTP/1.1" 200 3024
0:0:0:0:0:0:0:1 - - [30/Sep/2021:22:41:45 +0530] "GET /HelpDeskDemo/useraccount.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [30/Sep/2021:22:41:48 +0530] "POST /HelpDeskDemo/delete HTTP/1.1" 200 4760
0:0:0:0:0:0:0:1 - - [30/Sep/2021:22:41:48 +0530] "GET /HelpDeskDemo/register.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [30/Sep/2021:22:41:48 +0530] "GET /HelpDeskDemo/back.jpg HTTP/1.1" 404 776
0:0:0:0:0:0:0:1 - - [30/Sep/2021:22:44:10 +0530] "GET /HelpDeskDemo/userInsert.jsp HTTP/1.1" 200 4760
0:0:0:0:0:0:0:1 - - [30/Sep/2021:22:44:10 +0530] "GET /HelpDeskDemo/register.css HTTP/1.1" 200 3254
0:0:0:0:0:0:0:1 - - [30/Sep/2021:22:44:10 +0530] "GET /HelpDeskDemo/bubble.png HTTP/1.1" 404 778
0:0:0:0:0:0:0:1 - - [30/Sep/2021:22:44:10 +0530] "GET /HelpDeskDemo/back.jpg HTTP/1.1" 404 776
0:0:0:0:0:0:0:1 - - [30/Sep/2021:22:44:56 +0530] "GET /HelpDeskDemo/userInsert.jsp HTTP/1.1" 200 4760
0:0:0:0:0:0:0:1 - - [30/Sep/2021:22:44:56 +0530] "GET /HelpDeskDemo/back.jpg HTTP/1.1" 404 776
0:0:0:0:0:0:0:1 - - [30/Sep/2021:22:49:07 +0530] "GET /HelpDeskDemo/userInsert.jsp HTTP/1.1" 200 4727
0:0:0:0:0:0:0:1 - - [30/Sep/2021:22:49:07 +0530] "GET /HelpDeskDemo/images/logo.png HTTP/1.1" 404 787
0:0:0:0:0:0:0:1 - - [30/Sep/2021:22:49:07 +0530] "GET /HelpDeskDemo/bubble.png HTTP/1.1" 404 778
0:0:0:0:0:0:0:1 - - [30/Sep/2021:22:49:07 +0530] "GET /HelpDeskDemo/back.jpg HTTP/1.1" 404 776
0:0:0:0:0:0:0:1 - - [30/Sep/2021:22:49:21 +0530] "GET /HelpDeskDemo/userInsert.jsp HTTP/1.1" 200 4727
0:0:0:0:0:0:0:1 - - [30/Sep/2021:22:49:21 +0530] "GET /HelpDeskDemo/images/logo.png HTTP/1.1" 404 787
0:0:0:0:0:0:0:1 - - [30/Sep/2021:22:49:21 +0530] "GET /HelpDeskDemo/back.jpg HTTP/1.1" 404 776
0:0:0:0:0:0:0:1 - - [30/Sep/2021:22:53:02 +0530] "GET /HelpDeskDemo/userInsert.jsp HTTP/1.1" 200 4723
0:0:0:0:0:0:0:1 - - [30/Sep/2021:22:53:02 +0530] "GET /logo.png HTTP/1.1" 404 759
0:0:0:0:0:0:0:1 - - [30/Sep/2021:22:53:02 +0530] "GET /HelpDeskDemo/bubble.png HTTP/1.1" 404 778
0:0:0:0:0:0:0:1 - - [30/Sep/2021:22:53:02 +0530] "GET /HelpDeskDemo/back.jpg HTTP/1.1" 404 776
0:0:0:0:0:0:0:1 - - [30/Sep/2021:22:53:30 +0530] "GET /HelpDeskDemo/userInsert.jsp HTTP/1.1" 200 4724
0:0:0:0:0:0:0:1 - - [30/Sep/2021:22:53:30 +0530] "GET //logo.png HTTP/1.1" 404 764
0:0:0:0:0:0:0:1 - - [30/Sep/2021:22:53:30 +0530] "GET /HelpDeskDemo/bubble.png HTTP/1.1" 404 778
0:0:0:0:0:0:0:1 - - [30/Sep/2021:22:53:30 +0530] "GET /HelpDeskDemo/back.jpg HTTP/1.1" 404 776
0:0:0:0:0:0:0:1 - - [30/Sep/2021:22:57:14 +0530] "GET /HelpDeskDemo/userInsert.jsp HTTP/1.1" 200 4720
0:0:0:0:0:0:0:1 - - [30/Sep/2021:22:57:14 +0530] "GET /HelpDeskDemo/logo.png HTTP/1.1" 404 776
0:0:0:0:0:0:0:1 - - [30/Sep/2021:22:57:14 +0530] "GET /HelpDeskDemo/bubble.png HTTP/1.1" 404 778
0:0:0:0:0:0:0:1 - - [30/Sep/2021:22:57:14 +0530] "GET /HelpDeskDemo/back.jpg HTTP/1.1" 404 776
0:0:0:0:0:0:0:1 - - [30/Sep/2021:22:58:43 +0530] "GET /HelpDeskDemo/userInsert.jsp HTTP/1.1" 200 4720
0:0:0:0:0:0:0:1 - - [30/Sep/2021:22:58:43 +0530] "GET /HelpDeskDemo/logo.png HTTP/1.1" 404 776
0:0:0:0:0:0:0:1 - - [30/Sep/2021:22:58:43 +0530] "GET /HelpDeskDemo/bubble.png HTTP/1.1" 404 778
0:0:0:0:0:0:0:1 - - [30/Sep/2021:22:58:43 +0530] "GET /HelpDeskDemo/back.jpg HTTP/1.1" 404 776
0:0:0:0:0:0:0:1 - - [30/Sep/2021:22:59:19 +0530] "GET /HelpDeskDemo/userInsert.jsp HTTP/1.1" 200 4720
0:0:0:0:0:0:0:1 - - [30/Sep/2021:22:59:19 +0530] "GET /HelpDeskDemo/logo.png HTTP/1.1" 404 776
0:0:0:0:0:0:0:1 - - [30/Sep/2021:22:59:19 +0530] "GET /HelpDeskDemo/bubble.png HTTP/1.1" 404 778
0:0:0:0:0:0:0:1 - - [30/Sep/2021:22:59:19 +0530] "GET /HelpDeskDemo/back.jpg HTTP/1.1" 404 776
0:0:0:0:0:0:0:1 - - [30/Sep/2021:22:59:34 +0530] "GET /HelpDeskDemo/userInsert.jsp HTTP/1.1" 200 4720
0:0:0:0:0:0:0:1 - - [30/Sep/2021:22:59:34 +0530] "GET /HelpDeskDemo/logo.png HTTP/1.1" 404 776
0:0:0:0:0:0:0:1 - - [30/Sep/2021:22:59:34 +0530] "GET /HelpDeskDemo/back.jpg HTTP/1.1" 404 776
0:0:0:0:0:0:0:1 - - [30/Sep/2021:23:02:24 +0530] "GET /HelpDeskDemo/userInsert.jsp HTTP/1.1" 200 4480
0:0:0:0:0:0:0:1 - - [30/Sep/2021:23:02:24 +0530] "GET /HelpDeskDemo/logo.png HTTP/1.1" 404 776
0:0:0:0:0:0:0:1 - - [30/Sep/2021:23:02:24 +0530] "GET /HelpDeskDemo/menu.png HTTP/1.1" 404 776
0:0:0:0:0:0:0:1 - - [30/Sep/2021:23:02:24 +0530] "GET /HelpDeskDemo/fb.png HTTP/1.1" 404 774
0:0:0:0:0:0:0:1 - - [30/Sep/2021:23:02:24 +0530] "GET /HelpDeskDemo/ig.png HTTP/1.1" 404 774
0:0:0:0:0:0:0:1 - - [30/Sep/2021:23:02:24 +0530] "GET /HelpDeskDemo/share.png HTTP/1.1" 404 777
0:0:0:0:0:0:0:1 - - [30/Sep/2021:23:02:24 +0530] "GET /HelpDeskDemo/tw.png HTTP/1.1" 404 774
0:0:0:0:0:0:0:1 - - [30/Sep/2021:23:02:24 +0530] "GET /HelpDeskDemo/info.png HTTP/1.1" 404 776
0:0:0:0:0:0:0:1 - - [30/Sep/2021:23:02:24 +0530] "GET /HelpDeskDemo/bubble.png HTTP/1.1" 404 778
0:0:0:0:0:0:0:1 - - [30/Sep/2021:23:02:24 +0530] "GET /HelpDeskDemo/back.jpg HTTP/1.1" 404 776
0:0:0:0:0:0:0:1 - - [30/Sep/2021:23:03:58 +0530] "GET /HelpDeskDemo/userInsert.jsp HTTP/1.1" 200 4480
0:0:0:0:0:0:0:1 - - [30/Sep/2021:23:03:58 +0530] "GET /HelpDeskDemo/menu.png HTTP/1.1" 404 776
0:0:0:0:0:0:0:1 - - [30/Sep/2021:23:03:58 +0530] "GET /HelpDeskDemo/logo.png HTTP/1.1" 404 776
0:0:0:0:0:0:0:1 - - [30/Sep/2021:23:03:58 +0530] "GET /HelpDeskDemo/ig.png HTTP/1.1" 404 774
0:0:0:0:0:0:0:1 - - [30/Sep/2021:23:03:58 +0530] "GET /HelpDeskDemo/fb.png HTTP/1.1" 404 774
0:0:0:0:0:0:0:1 - - [30/Sep/2021:23:03:58 +0530] "GET /HelpDeskDemo/tw.png HTTP/1.1" 404 774
0:0:0:0:0:0:0:1 - - [30/Sep/2021:23:03:59 +0530] "GET /HelpDeskDemo/share.png HTTP/1.1" 404 777
0:0:0:0:0:0:0:1 - - [30/Sep/2021:23:03:59 +0530] "GET /HelpDeskDemo/bubble.png HTTP/1.1" 404 778
0:0:0:0:0:0:0:1 - - [30/Sep/2021:23:03:59 +0530] "GET /HelpDeskDemo/info.png HTTP/1.1" 404 776
0:0:0:0:0:0:0:1 - - [30/Sep/2021:23:03:59 +0530] "GET /HelpDeskDemo/back.jpg HTTP/1.1" 404 776
0:0:0:0:0:0:0:1 - - [30/Sep/2021:23:04:27 +0530] "GET /HelpDeskDemo/userInsert.jsp HTTP/1.1" 200 4484
0:0:0:0:0:0:0:1 - - [30/Sep/2021:23:04:27 +0530] "GET /HelpDeskDemo/logo.png HTTP/1.1" 404 776
0:0:0:0:0:0:0:1 - - [30/Sep/2021:23:04:27 +0530] "GET /HelpDeskDemo/img/menu.png HTTP/1.1" 404 784
0:0:0:0:0:0:0:1 - - [30/Sep/2021:23:04:27 +0530] "GET /HelpDeskDemo/fb.png HTTP/1.1" 404 774
0:0:0:0:0:0:0:1 - - [30/Sep/2021:23:04:27 +0530] "GET /HelpDeskDemo/ig.png HTTP/1.1" 404 774
0:0:0:0:0:0:0:1 - - [30/Sep/2021:23:04:27 +0530] "GET /HelpDeskDemo/share.png HTTP/1.1" 404 777
0:0:0:0:0:0:0:1 - - [30/Sep/2021:23:04:27 +0530] "GET /HelpDeskDemo/tw.png HTTP/1.1" 404 774
0:0:0:0:0:0:0:1 - - [30/Sep/2021:23:04:27 +0530] "GET /HelpDeskDemo/info.png HTTP/1.1" 404 776
0:0:0:0:0:0:0:1 - - [30/Sep/2021:23:04:27 +0530] "GET /HelpDeskDemo/bubble.png HTTP/1.1" 404 778
0:0:0:0:0:0:0:1 - - [30/Sep/2021:23:04:27 +0530] "GET /HelpDeskDemo/back.jpg HTTP/1.1" 404 776
0:0:0:0:0:0:0:1 - - [30/Sep/2021:23:04:37 +0530] "GET /HelpDeskDemo/userInsert.jsp HTTP/1.1" 200 4484
0:0:0:0:0:0:0:1 - - [30/Sep/2021:23:04:37 +0530] "GET /HelpDeskDemo/img/menu.png HTTP/1.1" 404 784
0:0:0:0:0:0:0:1 - - [30/Sep/2021:23:04:37 +0530] "GET /HelpDeskDemo/logo.png HTTP/1.1" 404 776
0:0:0:0:0:0:0:1 - - [30/Sep/2021:23:04:37 +0530] "GET /HelpDeskDemo/ig.png HTTP/1.1" 404 774
0:0:0:0:0:0:0:1 - - [30/Sep/2021:23:04:37 +0530] "GET /HelpDeskDemo/fb.png HTTP/1.1" 404 774
0:0:0:0:0:0:0:1 - - [30/Sep/2021:23:04:37 +0530] "GET /HelpDeskDemo/share.png HTTP/1.1" 404 777
0:0:0:0:0:0:0:1 - - [30/Sep/2021:23:04:37 +0530] "GET /HelpDeskDemo/tw.png HTTP/1.1" 404 774
0:0:0:0:0:0:0:1 - - [30/Sep/2021:23:04:37 +0530] "GET /HelpDeskDemo/info.png HTTP/1.1" 404 776
0:0:0:0:0:0:0:1 - - [30/Sep/2021:23:04:37 +0530] "GET /HelpDeskDemo/bubble.png HTTP/1.1" 404 778
0:0:0:0:0:0:0:1 - - [30/Sep/2021:23:04:37 +0530] "GET /HelpDeskDemo/back.jpg HTTP/1.1" 404 776
0:0:0:0:0:0:0:1 - - [30/Sep/2021:23:05:46 +0530] "GET /HelpDeskDemo/userInsert.jsp HTTP/1.1" 200 4486
0:0:0:0:0:0:0:1 - - [30/Sep/2021:23:05:46 +0530] "GET /HelpDeskDemo/logo.png HTTP/1.1" 404 776
0:0:0:0:0:0:0:1 - - [30/Sep/2021:23:05:46 +0530] "GET /HelpDeskDemo/..img/menu.png HTTP/1.1" 404 786
0:0:0:0:0:0:0:1 - - [30/Sep/2021:23:05:46 +0530] "GET /HelpDeskDemo/fb.png HTTP/1.1" 404 774
0:0:0:0:0:0:0:1 - - [30/Sep/2021:23:05:46 +0530] "GET /HelpDeskDemo/ig.png HTTP/1.1" 404 774
0:0:0:0:0:0:0:1 - - [30/Sep/2021:23:05:46 +0530] "GET /HelpDeskDemo/share.png HTTP/1.1" 404 777
0:0:0:0:0:0:0:1 - - [30/Sep/2021:23:05:46 +0530] "GET /HelpDeskDemo/tw.png HTTP/1.1" 404 774
0:0:0:0:0:0:0:1 - - [30/Sep/2021:23:05:46 +0530] "GET /HelpDeskDemo/bubble.png HTTP/1.1" 404 778
0:0:0:0:0:0:0:1 - - [30/Sep/2021:23:05:46 +0530] "GET /HelpDeskDemo/info.png HTTP/1.1" 404 776
0:0:0:0:0:0:0:1 - - [30/Sep/2021:23:05:46 +0530] "GET /HelpDeskDemo/back.jpg HTTP/1.1" 404 776
0:0:0:0:0:0:0:1 - - [30/Sep/2021:23:06:02 +0530] "GET /HelpDeskDemo/userInsert.jsp HTTP/1.1" 200 4486
0:0:0:0:0:0:0:1 - - [30/Sep/2021:23:06:02 +0530] "GET /HelpDeskDemo/img/menu.png HTTP/1.1" 404 784
0:0:0:0:0:0:0:1 - - [30/Sep/2021:23:06:02 +0530] "GET /HelpDeskDemo/logo.png HTTP/1.1" 404 776
0:0:0:0:0:0:0:1 - - [30/Sep/2021:23:06:02 +0530] "GET /HelpDeskDemo/fb.png HTTP/1.1" 404 774
0:0:0:0:0:0:0:1 - - [30/Sep/2021:23:06:02 +0530] "GET /HelpDeskDemo/ig.png HTTP/1.1" 404 774
0:0:0:0:0:0:0:1 - - [30/Sep/2021:23:06:02 +0530] "GET /HelpDeskDemo/tw.png HTTP/1.1" 404 774
0:0:0:0:0:0:0:1 - - [30/Sep/2021:23:06:02 +0530] "GET /HelpDeskDemo/share.png HTTP/1.1" 404 777
0:0:0:0:0:0:0:1 - - [30/Sep/2021:23:06:02 +0530] "GET /HelpDeskDemo/info.png HTTP/1.1" 404 776
0:0:0:0:0:0:0:1 - - [30/Sep/2021:23:06:02 +0530] "GET /HelpDeskDemo/bubble.png HTTP/1.1" 404 778
0:0:0:0:0:0:0:1 - - [30/Sep/2021:23:06:02 +0530] "GET /HelpDeskDemo/back.jpg HTTP/1.1" 404 776
0:0:0:0:0:0:0:1 - - [30/Sep/2021:23:07:12 +0530] "GET /HelpDeskDemo/userInsert.jsp HTTP/1.1" 200 4486
0:0:0:0:0:0:0:1 - - [30/Sep/2021:23:07:12 +0530] "GET /HelpDeskDemo/img/menu.png HTTP/1.1" 404 784
0:0:0:0:0:0:0:1 - - [30/Sep/2021:23:07:12 +0530] "GET /HelpDeskDemo/logo.png HTTP/1.1" 404 776
0:0:0:0:0:0:0:1 - - [30/Sep/2021:23:07:12 +0530] "GET /HelpDeskDemo/fb.png HTTP/1.1" 404 774
0:0:0:0:0:0:0:1 - - [30/Sep/2021:23:07:12 +0530] "GET /HelpDeskDemo/ig.png HTTP/1.1" 404 774
0:0:0:0:0:0:0:1 - - [30/Sep/2021:23:07:12 +0530] "GET /HelpDeskDemo/share.png HTTP/1.1" 404 777
0:0:0:0:0:0:0:1 - - [30/Sep/2021:23:07:12 +0530] "GET /HelpDeskDemo/tw.png HTTP/1.1" 404 774
0:0:0:0:0:0:0:1 - - [30/Sep/2021:23:07:12 +0530] "GET /HelpDeskDemo/info.png HTTP/1.1" 404 776
0:0:0:0:0:0:0:1 - - [30/Sep/2021:23:07:12 +0530] "GET /HelpDeskDemo/bubble.png HTTP/1.1" 404 778
0:0:0:0:0:0:0:1 - - [30/Sep/2021:23:07:12 +0530] "GET /HelpDeskDemo/back.jpg HTTP/1.1" 404 776
0:0:0:0:0:0:0:1 - - [30/Sep/2021:23:07:55 +0530] "GET /HelpDeskDemo/userInsert.jsp HTTP/1.1" 200 4486
0:0:0:0:0:0:0:1 - - [30/Sep/2021:23:07:55 +0530] "GET /HelpDeskDemo/img/menu.png HTTP/1.1" 404 784
0:0:0:0:0:0:0:1 - - [30/Sep/2021:23:07:55 +0530] "GET /HelpDeskDemo/logo.png HTTP/1.1" 404 776
